c,si,mn,p,s,ni,cr,mo,cu,v,al,n,nb+ta,temp,yield
0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0.0,0.01,0.0077,0.0,27,275
0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0.0,0.01,0.0077,0.0,100,258
0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0.0,0.01,0.0077,0.0,200,243
0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0.0,0.01,0.0077,0.0,300,201
0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0.0,0.01,0.0077,0.0,350,194
0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0.0,0.01,0.0077,0.0,400,186
0.2,0.22,0.68,0.024,0.009,0.15,0.11,0.03,0.23,0.0,0.01,0.0077,0.0,450,183
0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.0,0.002,0.0107,0.0,27,290
0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.0,0.002,0.0107,0.0,100,266
0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.0,0.002,0.0107,0.0,200,224
0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.0,0.002,0.0107,0.0,300,194
0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.0,0.002,0.0107,0.0,350,198
0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.0,0.002,0.0107,0.0,400,194
0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.0,0.002,0.0107,0.0,450,179
0.28,0.19,0.8,0.01,0.012,0.0,0.06,0.22,0.04,0.0,0.016,0.0073,0.0,27,275
0.28,0.19,0.8,0.01,0.012,0.0,0.06,0.22,0.04,0.0,0.016,0.0073,0.0,100,258
0.28,0.19,0.8,0.01,0.012,0.0,0.06,0.22,0.04,0.0,0.016,0.0073,0.0,200,228
0.28,0.19,0.8,0.01,0.012,0.0,0.06,0.22,0.04,0.0,0.016,0.0073,0.0,300,186
0.28,0.19,0.8,0.01,0.012,0.0,0.06,0.22,0.04,0.0,0.016,0.0073,0.0,350,179
0.28,0.19,0.8,0.01,0.012,0.0,0.06,0.22,0.04,0.0,0.016,0.0073,0.0,400,183
0.28,0.19,0.8,0.01,0.012,0.0,0.06,0.22,0.04,0.0,0.016,0.0073,0.0,450,183
0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.0,0.018,0.0045,0.0,27,310
0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.0,0.018,0.0045,0.0,100,300
0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.0,0.018,0.0045,0.0,200,254
0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.0,0.018,0.0045,0.0,300,235
0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.0,0.018,0.0045,0.0,350,221
0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.0,0.018,0.0045,0.0,400,213
0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.0,0.018,0.0045,0.0,450,226
0.29,0.22,1.0,0.016,0.011,0.05,0.07,0.34,0.05,0.0,0.011,0.0035,0.0,27,305
0.29,0.22,1.0,0.016,0.011,0.05,0.07,0.34,0.05,0.0,0.011,0.0035,0.0,100,270
0.29,0.22,1.0,0.016,0.011,0.05,0.07,0.34,0.05,0.0,0.011,0.0035,0.0,200,259
0.29,0.22,1.0,0.016,0.011,0.05,0.07,0.34,0.05,0.0,0.011,0.0035,0.0,300,226
0.29,0.22,1.0,0.016,0.011,0.05,0.07,0.34,0.05,0.0,0.011,0.0035,0.0,350,214
0.29,0.22,1.0,0.016,0.011,0.05,0.07,0.34,0.05,0.0,0.011,0.0035,0.0,400,213
0.29,0.22,1.0,0.016,0.011,0.05,0.07,0.34,0.05,0.0,0.011,0.0035,0.0,450,202
0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.0,0.005,0.0082,0.0,27,295
0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.0,0.005,0.0082,0.0,100,289
0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.0,0.005,0.0082,0.0,200,274
0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.0,0.005,0.0082,0.0,300,223
0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.0,0.005,0.0082,0.0,350,207
0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.0,0.005,0.0082,0.0,400,194
0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.0,0.005,0.0082,0.0,450,198
0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.0,0.007,0.0108,0.0,27,270
0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.0,0.007,0.0108,0.0,100,262
0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.0,0.007,0.0108,0.0,200,224
0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.0,0.007,0.0108,0.0,300,199
0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.0,0.007,0.0108,0.0,350,205
0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.0,0.007,0.0108,0.0,400,186
0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.0,0.007,0.0108,0.0,450,168
0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0.0,27,655
0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0.0,100,621
0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0.0,200,591
0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0.0,300,580
0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0.0,400,538
0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.27,0.002,0.0075,0.0,450,514
0.28,0.18,0.75,0.012,0.009,0.32,1.0,1.25,0.14,0.27,0.002,0.009,0.0,27,665
0.28,0.18,0.75,0.012,0.009,0.32,1.0,1.25,0.14,0.27,0.002,0.009,0.0,100,617
0.28,0.18,0.75,0.012,0.009,0.32,1.0,1.25,0.14,0.27,0.002,0.009,0.0,200,602
0.28,0.18,0.75,0.012,0.009,0.32,1.0,1.25,0.14,0.27,0.002,0.009,0.0,300,566
0.28,0.18,0.75,0.012,0.009,0.32,1.0,1.25,0.14,0.27,0.002,0.009,0.0,400,561
0.28,0.18,0.75,0.012,0.009,0.32,1.0,1.25,0.14,0.27,0.002,0.009,0.0,450,517
0.29,0.2,0.75,0.01,0.009,0.34,1.0,1.25,0.14,0.26,0.002,0.0075,0.0,27,690
0.29,0.2,0.75,0.01,0.009,0.34,1.0,1.25,0.14,0.26,0.002,0.0075,0.0,100,662
0.29,0.2,0.75,0.01,0.009,0.34,1.0,1.25,0.14,0.26,0.002,0.0075,0.0,200,624
0.29,0.2,0.75,0.01,0.009,0.34,1.0,1.25,0.14,0.26,0.002,0.0075,0.0,300,602
0.29,0.2,0.75,0.01,0.009,0.34,1.0,1.25,0.14,0.26,0.002,0.0075,0.0,400,553
0.29,0.2,0.75,0.01,0.009,0.34,1.0,1.25,0.14,0.26,0.002,0.0075,0.0,450,544
0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0.0,27,645
0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0.0,100,613
0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0.0,200,596
0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0.0,300,569
0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0.0,400,538
0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.21,0.002,0.0093,0.0,450,522
0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0.0,27,620
0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0.0,100,585
0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0.0,200,572
0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0.0,300,562
0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0.0,400,526
0.3,0.26,0.79,0.016,0.015,0.32,1.03,1.13,0.19,0.23,0.002,0.0085,0.0,450,501
0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0.0,27,685
0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0.0,100,642
0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0.0,200,618
0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0.0,300,596
0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0.0,400,569
0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.23,0.003,0.0103,0.0,450,545
0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0.0,27,660
0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0.0,100,622
0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0.0,200,599
0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0.0,300,579
0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0.0,400,560
0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.23,0.004,0.0095,0.0,450,522
0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0.0,27,640
0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0.0,100,601
0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0.0,200,577
0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0.0,300,560
0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0.0,400,534
0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.23,0.005,0.0097,0.0,450,508
0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0.0,27,655
0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0.0,100,634
0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0.0,200,598
0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0.0,300,585
0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0.0,400,545
0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.27,0.003,0.0082,0.0,450,522
0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.0,0.028,0.006,0.0,27,425
0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.0,0.028,0.006,0.0,100,393
0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.0,0.028,0.006,0.0,200,419
0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.0,0.028,0.006,0.0,300,395
0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.0,0.028,0.006,0.0,350,399
0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.0,0.028,0.006,0.0,400,367
0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.0,0.028,0.006,0.0,450,352
0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0.0,0.038,0.007,0.0,27,455
0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0.0,0.038,0.007,0.0,100,427
0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0.0,0.038,0.007,0.0,200,436
0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0.0,0.038,0.007,0.0,300,435
0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0.0,0.038,0.007,0.0,350,405
0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0.0,0.038,0.007,0.0,400,366
0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0.0,0.038,0.007,0.0,450,367
0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0.0,0.008,0.0071,0.0,27,440
0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0.0,0.008,0.0071,0.0,100,421
0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0.0,0.008,0.0071,0.0,200,404
0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0.0,0.008,0.0071,0.0,300,400
0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0.0,0.008,0.0071,0.0,350,404
0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0.0,0.008,0.0071,0.0,400,378
0.17,0.33,1.37,0.016,0.014,0.6,0.08,0.53,0.24,0.0,0.008,0.0071,0.0,450,366
0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0.0,0.006,0.0079,0.0,27,420
0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0.0,0.006,0.0079,0.0,100,411
0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0.0,0.006,0.0079,0.0,200,381
0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0.0,0.006,0.0079,0.0,300,381
0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0.0,0.006,0.0079,0.0,350,357
0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0.0,0.006,0.0079,0.0,400,352
0.17,0.35,1.44,0.015,0.01,0.58,0.08,0.5,0.23,0.0,0.006,0.0079,0.0,450,336
0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0.0,0.008,0.0077,0.0,27,435
0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0.0,0.008,0.0077,0.0,100,414
0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0.0,0.008,0.0077,0.0,200,395
0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0.0,0.008,0.0077,0.0,300,396
0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0.0,0.008,0.0077,0.0,350,370
0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0.0,0.008,0.0077,0.0,400,363
0.19,0.33,1.41,0.014,0.006,0.58,0.1,0.53,0.25,0.0,0.008,0.0077,0.0,450,335
0.12,0.25,0.48,0.008,0.012,0.04,0.64,0.51,0.04,0.0,0.006,0.013,0.0,27,270
0.12,0.25,0.48,0.008,0.012,0.04,0.64,0.51,0.04,0.0,0.006,0.013,0.0,100,261
0.12,0.25,0.48,0.008,0.012,0.04,0.64,0.51,0.04,0.0,0.006,0.013,0.0,200,261
0.12,0.25,0.48,0.008,0.012,0.04,0.64,0.51,0.04,0.0,0.006,0.013,0.0,300,259
0.12,0.25,0.48,0.008,0.012,0.04,0.64,0.51,0.04,0.0,0.006,0.013,0.0,400,237
0.12,0.25,0.48,0.008,0.012,0.04,0.64,0.51,0.04,0.0,0.006,0.013,0.0,450,228
0.16,0.24,0.49,0.012,0.007,0.035,0.61,0.51,0.04,0.0,0.006,0.0086,0.0,27,275
0.16,0.24,0.49,0.012,0.007,0.035,0.61,0.51,0.04,0.0,0.006,0.0086,0.0,100,260
0.16,0.24,0.49,0.012,0.007,0.035,0.61,0.51,0.04,0.0,0.006,0.0086,0.0,200,256
0.16,0.24,0.49,0.012,0.007,0.035,0.61,0.51,0.04,0.0,0.006,0.0086,0.0,300,192
0.16,0.24,0.49,0.012,0.007,0.035,0.61,0.51,0.04,0.0,0.006,0.0086,0.0,400,191
0.16,0.24,0.49,0.012,0.007,0.035,0.61,0.51,0.04,0.0,0.006,0.0086,0.0,450,180
0.12,0.25,0.43,0.006,0.011,0.03,0.59,0.51,0.03,0.0,0.006,0.015,0.0,27,325
0.12,0.25,0.43,0.006,0.011,0.03,0.59,0.51,0.03,0.0,0.006,0.015,0.0,100,301
0.12,0.25,0.43,0.006,0.011,0.03,0.59,0.51,0.03,0.0,0.006,0.015,0.0,200,284
0.12,0.25,0.43,0.006,0.011,0.03,0.59,0.51,0.03,0.0,0.006,0.015,0.0,300,224
0.12,0.25,0.43,0.006,0.011,0.03,0.59,0.51,0.03,0.0,0.006,0.015,0.0,400,213
0.12,0.25,0.43,0.006,0.011,0.03,0.59,0.51,0.03,0.0,0.006,0.015,0.0,450,199
0.12,0.25,0.44,0.013,0.012,0.05,0.71,0.52,0.06,0.0,0.004,0.0058,0.0,27,255
0.12,0.25,0.44,0.013,0.012,0.05,0.71,0.52,0.06,0.0,0.004,0.0058,0.0,100,276
0.12,0.25,0.44,0.013,0.012,0.05,0.71,0.52,0.06,0.0,0.004,0.0058,0.0,200,258
0.12,0.25,0.44,0.013,0.012,0.05,0.71,0.52,0.06,0.0,0.004,0.0058,0.0,300,260
0.12,0.25,0.44,0.013,0.012,0.05,0.71,0.52,0.06,0.0,0.004,0.0058,0.0,400,226
0.12,0.25,0.44,0.013,0.012,0.05,0.71,0.52,0.06,0.0,0.004,0.0058,0.0,450,228
0.12,0.24,0.47,0.008,0.011,0.04,0.71,0.49,0.06,0.0,0.006,0.013,0.0,27,275
0.12,0.24,0.47,0.008,0.011,0.04,0.71,0.49,0.06,0.0,0.006,0.013,0.0,100,255
0.12,0.24,0.47,0.008,0.011,0.04,0.71,0.49,0.06,0.0,0.006,0.013,0.0,200,270
0.12,0.24,0.47,0.008,0.011,0.04,0.71,0.49,0.06,0.0,0.006,0.013,0.0,300,264
0.12,0.24,0.47,0.008,0.011,0.04,0.71,0.49,0.06,0.0,0.006,0.013,0.0,400,246
0.12,0.24,0.47,0.008,0.011,0.04,0.71,0.49,0.06,0.0,0.006,0.013,0.0,450,229
0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0.0,0.006,0.0084,0.0,27,260
0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0.0,0.006,0.0084,0.0,100,261
0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0.0,0.006,0.0084,0.0,200,260
0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0.0,0.006,0.0084,0.0,300,192
0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0.0,0.006,0.0084,0.0,400,174
0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0.0,0.006,0.0084,0.0,450,178
0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0.0,0.004,0.0062,0.0,27,250
0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0.0,0.004,0.0062,0.0,100,249
0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0.0,0.004,0.0062,0.0,200,251
0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0.0,0.004,0.0062,0.0,300,226
0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0.0,0.004,0.0062,0.0,400,254
0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0.0,0.004,0.0062,0.0,450,223
0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0.0,0.004,0.0056,0.0,27,255
0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0.0,0.004,0.0056,0.0,100,221
0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0.0,0.004,0.0056,0.0,200,248
0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0.0,0.004,0.0056,0.0,300,223
0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0.0,0.004,0.0056,0.0,400,213
0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0.0,0.004,0.0056,0.0,450,202
0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0.0,0.006,0.0082,0.0,27,265
0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0.0,0.006,0.0082,0.0,100,260
0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0.0,0.006,0.0082,0.0,200,254
0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0.0,0.006,0.0082,0.0,300,202
0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0.0,0.006,0.0082,0.0,400,180
0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0.0,0.006,0.0082,0.0,450,183
0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0.0,27,575
0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0.0,100,532
0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0.0,200,478
0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0.0,300,499
0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0.0,400,456
0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0.0,450,437
0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0.0,27,535
0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0.0,100,521
0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0.0,200,487
0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0.0,300,491
0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0.0,400,469
0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0.0,450,449
0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0.0,27,570
0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0.0,100,570
0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0.0,200,536
