c,si,mn,p,s,ni,cr,mo,cu,v,al,n,nb+ta,temp,yield,tensile,elongation,red_area
0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0.0,300,506,626,13,34
0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0.0,400,487,600,16,49
0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0.0,450,462,554,16,55
0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0.0,27,545,690,18,46
0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0.0,100,584,716,13,47
0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0.0,200,572,714,14,18
0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0.0,400,482,629,16,50
0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0.0,450,471,592,15,44
0.16,0.47,0.62,0.01,0.01,0.19,1.0,0.92,0.15,0.24,0.002,0.0104,0.0,27,515,680,16,50
0.16,0.47,0.62,0.01,0.01,0.19,1.0,0.92,0.15,0.24,0.002,0.0104,0.0,100,508,644,17,62
0.16,0.47,0.62,0.01,0.01,0.19,1.0,0.92,0.15,0.24,0.002,0.0104,0.0,200,494,623,14,40
0.16,0.47,0.62,0.01,0.01,0.19,1.0,0.92,0.15,0.24,0.002,0.0104,0.0,300,464,593,14,54
0.16,0.47,0.62,0.01,0.01,0.19,1.0,0.92,0.15,0.24,0.002,0.0104,0.0,400,440,580,15,53
0.16,0.47,0.62,0.01,0.01,0.19,1.0,0.92,0.15,0.24,0.002,0.0104,0.0,450,447,551,12,40
0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0.0,27,650,790,16,49
0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0.0,100,520,653,17,57
0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0.0,200,516,644,15,51
0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0.0,300,199,660,12,45
0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0.0,400,530,655,14,42
0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0.0,450,534,632,15,51
0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0.0,27,570,720,17,62
0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0.0,100,540,665,15,58
0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0.0,200,522,638,13,40
0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0.0,300,513,660,15,52
0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0.0,400,499,632,18,53
0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0.0,450,463,580,19,67
0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0.0,27,525,680,19,64
0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0.0,100,499,635,18,64
0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0.0,200,162,603,18,61
0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0.0,300,459,601,15,56
0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0.0,400,473,587,14,51
0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0.0,450,434,542,17,60
0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0.0,27,555,680,20,69
0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0.0,100,534,654,18,68
0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0.0,200,501,619,18,70
0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0.0,300,496,607,16,66
0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0.0,400,480,582,18,68
0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0.0,450,450,540,18,70
0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0.0,0.028,0.0082,0.0,27,468,592,25,73
0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0.0,0.028,0.0082,0.0,100,434,545,22,73
0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0.0,0.028,0.0082,0.0,200,439,557,21,70
0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0.0,0.028,0.0082,0.0,300,421,596,24,64
0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0.0,0.028,0.0082,0.0,350,403,566,28,69
0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0.0,0.028,0.0082,0.0,400,410,513,29,74
0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0.0,0.028,0.0082,0.0,450,350,457,27,77
0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.0,27,483,625,22,65
0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.0,100,513,645,18,60
0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.0,200,450,623,19,61
0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.0,300,452,634,19,58
0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.0,350,436,614,24,67
0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.0,400,415,569,23,69
0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.0,450,375,490,27,74
0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0.0,0.015,0.0067,0.0,27,590,692,21,68
0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0.0,0.015,0.0067,0.0,100,591,682,17,66
0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0.0,0.015,0.0067,0.0,200,570,670,17,64
0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0.0,0.015,0.0067,0.0,300,566,701,21,61
0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0.0,0.015,0.0067,0.0,350,526,659,23,66
0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0.0,0.015,0.0067,0.0,400,530,600,23,72
0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0.0,0.015,0.0067,0.0,450,467,543,20,76
0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.0,27,574,698,20,71
0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.0,100,512,637,20,71
0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.0,200,513,641,19,70
0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.0,300,486,649,21,73
0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.0,350,461,630,23,78
0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.0,400,431,567,24,82
0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.0,450,424,535,23,82
0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.0,27,515,629,24,71
0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.0,100,500,592,21,70
0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.0,200,473,589,21,69
0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.0,300,459,624,24,68
0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.0,350,446,595,26,72
0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.0,400,399,530,25,75
0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.0,450,395,487,26,81
0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.0,0.032,0.0098,0.0,27,451,578,25,71
0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.0,0.032,0.0098,0.0,100,424,534,23,72
0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.0,0.032,0.0098,0.0,200,411,533,21,68
0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.0,0.032,0.0098,0.0,300,396,571,24,62
0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.0,0.032,0.0098,0.0,350,397,551,29,70
0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.0,0.032,0.0098,0.0,400,351,490,27,72
0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.0,0.032,0.0098,0.0,450,342,432,27,73
0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.0,27,476,604,20,70
0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.0,100,456,572,19,69
0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.0,200,443,578,19,66
0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.0,300,432,602,18,62
0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.0,350,409,582,21,66
0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.0,400,422,548,25,71
0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.0,450,403,495,27,74
0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.0,27,514,612,25,79
0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.0,100,497,593,22,77
0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.0,200,511,599,20,76
0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.0,300,451,618,24,71
0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.0,350,459,602,26,76
0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.0,400,415,544,28,82
0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.0,450,388,491,30,84
0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.0,27,623,736,19,70
0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.0,100,637,736,18,69
0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.0,200,594,712,18,67
0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.0,300,573,711,19,69
0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.0,350,517,660,20,76
0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.0,400,500,630,22,80
0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.0,450,483,576,19,81
0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.0,27,666,676,23,70
0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.0,100,541,647,21,68
0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.0,200,507,630,19,68
0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.0,300,491,660,22,65
0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.0,350,467,630,28,75
0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.0,400,450,580,26,77
0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.0,450,409,517,28,79
0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.0,27,533,636,24,72
0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.0,100,510,612,19,69
0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.0,200,482,602,19,67
0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.0,300,464,636,22,64
0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.0,350,437,609,27,76
0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.0,400,447,566,25,77
0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.0,450,396,496,26,83
0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.0,27,455,571,28,75
0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.0,100,426,533,26,75
0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.0,200,394,530,23,72
0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.0,300,372,571,25,68
0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.0,350,357,562,30,74
0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.0,400,341,509,30,76
0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.0,450,321,450,32,78
0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.0,27,501,630,24,72
0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.0,100,513,642,20,71
0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.0,200,482,636,20,70
0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.0,300,408,614,25,73
0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.0,350,451,623,25,75
0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.0,400,422,551,24,78
0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.0,450,388,505,27,81
0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.0,27,530,630,24,77
0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.0,100,486,578,22,77
0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.0,200,465,570,21,77
0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.0,300,511,664,23,71
0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.0,350,451,598,29,81
0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.0,400,459,576,24,81
0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.0,450,383,475,31,84
0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.0,27,539,648,24,72
0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.0,100,508,614,20,71
0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.0,200,497,609,19,70
0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.0,300,471,637,21,68
0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.0,350,447,609,25,75
0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.0,400,438,559,26,78
0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.0,450,403,503,23,79
0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.0,27,513,660,22,71
0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.0,100,521,625,20,69
0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.0,200,500,616,20,65
0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.0,300,488,655,21,64
0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.0,350,469,630,25,71
0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.0,400,437,570,26,76
0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.0,450,402,509,27,82
0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.0,27,483,618,23,71
0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.0,100,468,586,24,71
0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.0,200,411,585,22,68
0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.0,300,399,583,20,67
0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.0,350,395,573,24,68
0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.0,400,360,517,24,72
0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.0,450,312,442,28,75
0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.0,27,488,601,27,77
0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.0,100,463,569,24,78
0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.0,200,445,585,22,72
0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.0,300,425,604,25,74
0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.0,350,420,599,28,76
0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.0,400,407,530,30,82
0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.0,450,356,468,32,84
0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.0,27,537,672,22,71
0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.0,100,508,640,19,69
0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.0,200,532,666,18,68
0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.0,300,461,634,21,70
0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.0,350,465,632,26,80
0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.0,400,413,566,28,83
0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.0,450,411,519,24,83
0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.0,27,476,603,27,76
0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.0,100,451,567,24,76
0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.0,200,426,569,24,74
0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.0,300,410,607,27,70
0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.0,350,391,580,29,75
0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.0,400,378,532,29,79
0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.0,450,359,473,30,82
0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.0,27,577,693,20,62
0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.0,100,546,663,17,60
0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.0,200,542,679,18,60
0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.0,300,483,664,18,59
0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.0,350,487,655,25,66
0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.0,400,452,583,24,71
0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.0,450,404,513,25,78
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,27,359,578,27,70
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,100,371,558,20,65
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,150,367,651,16,51
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,200,358,690,17,45
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,250,305,696,22,49
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,300,290,677,27,59
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,350,258,627,30,65
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,400,243,572,29,67
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,450,240,498,30,72
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,27,382,580,28,70
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,100,381,561,22,66
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,150,372,650,18,49
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,200,396,705,16,47
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,250,326,710,22,48
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,300,282,682,27,56
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,350,268,632,28,65
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,400,244,575,28,68
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,450,224,500,29,72
